card_id,source_type,source_id,utterance_id,event_or_publish_date,collected_date,period_bucket,platform,source_url,rating,verbatim_excerpt,paraphrase,context,trigger_signal,behavior,outcome,alternative_service,primary_tag,secondary_tag,sentiment,evidence_type,evidence_strength,dedupe_key,cluster_id,need_statement,researcher_memo,pii_removed,coder,coding_status
AS037,app_review,S006,12545444556-1,2025-04-15,2026-07-30,recent,Apple App Store,https://apps.apple.com/kr/app/id1535886772,5,시간가는줄모르고 떠들다 갑니다,대화에 몰입할 만큼 즐거운 모임을 경험했다.,Apple App Store 공개 리뷰에서 문토 이용 경험을 회고함,시간가는줄모르고 떠들다 갑니다,모임에서 대화,긍정적인 사교 경험,,긍정·반례,경험품질,positive,outcome,medium,appstore-12545444556-긍정·반례-37,,,동일 AI의 원문 수기 검토; 독립 사람 코더 검증 아님.,Y,Codex(AI 원문 수기 검토),verified
AS038,app_review,S006,12536922593-1,2025-04-12,2026-07-30,recent,Apple App Store,https://apps.apple.com/kr/app/id1535886772,5,참석 구성원을 볼 수 있게 표시해주세요,참석자와 클럽 정보를 탐색 화면에서 확인할 수 있기를 요청했다.,Apple App Store 공개 리뷰에서 문토 이용 경험을 회고함,참석 구성원을 볼 수 있게 표시해주세요,참석 정보 확인 시도,참여 전 판단 정보 부족,,경험품질,안전·신뢰,mixed,perception,medium,appstore-12536922593-경험품질-38,,,동일 AI의 원문 수기 검토; 독립 사람 코더 검증 아님.,Y,Codex(AI 원문 수기 검토),verified
AS039,app_review,S006,12513851630-1,2025-04-07,2026-07-30,recent,Apple App Store,https://apps.apple.com/kr/app/id1535886772,5,비용도 합리적이고 재밌었습니다,합리적인 비용으로 재미있는 모임을 경험했다고 평가했다.,Apple App Store 공개 리뷰에서 문토 이용 경험을 회고함,비용도 합리적이고 재밌었습니다,유료 모임 참여,비용과 경험에 대한 만족,,긍정·반례,호스트상업화,positive,outcome,medium,appstore-12513851630-긍정·반례-39,,,동일 AI의 원문 수기 검토; 독립 사람 코더 검증 아님.,Y,Codex(AI 원문 수기 검토),verified
AS040,app_review,S006,12178038125-1,2025-01-12,2026-07-30,recent,Apple App Store,https://apps.apple.com/kr/app/id1535886772,4,유료모임 열고 정산 기다리는 중인데 언제 해주죠,유료 모임 정산 지연과 안내 페이지 오류를 경험했다.,Apple App Store 공개 리뷰에서 문토 이용 경험을 회고함,유료모임 열고 정산 기다리는 중인데 언제 해주죠,정산 상태 확인과 문의,호스트 운영 불확실성,,경험품질,호스트상업화,mixed,outcome,high,appstore-12178038125-경험품질-40,,,동일 AI의 원문 수기 검토; 독립 사람 코더 검증 아님.,Y,Codex(AI 원문 수기 검토),verified
AS041,app_review,S006,11902854727-1,2024-11-02,2026-07-30,middle,Apple App Store,https://apps.apple.com/kr/app/id1535886772,5,참 목적이 좋은 앱입니다,서비스의 취미·사교 목적을 긍정적으로 평가했다.,Apple App Store 공개 리뷰에서 문토 이용 경험을 회고함,참 목적이 좋은 앱입니다,서비스 목적 평가,전반적 호감,,긍정·반례,경험품질,positive,perception,low,appstore-11902854727-긍정·반례-41,,,동일 AI의 원문 수기 검토; 독립 사람 코더 검증 아님.,Y,Codex(AI 원문 수기 검토),verified
AS042,app_review,S006,11718954312-1,2024-09-13,2026-07-30,middle,Apple App Store,https://apps.apple.com/kr/app/id1535886772,5,종류별로 다양한 모임들이 있어서 편리하게 이용,다양한 취미 모임을 한곳에서 찾을 수 있어 편리했다고 평가했다.,Apple App Store 공개 리뷰에서 문토 이용 경험을 회고함,종류별로 다양한 모임들이 있어서 편리하게 이용,취미 모임 탐색,탐색 편의와 선택지 만족,,긍정·반례,탐색피로,positive,outcome,medium,appstore-11718954312-긍정·반례-42,,,동일 AI의 원문 수기 검토; 독립 사람 코더 검증 아님.,Y,Codex(AI 원문 수기 검토),verified
GP001,app_review,S001,357b40a5-1,2026-07-18,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,신청한 모임 시간 다 돼가는데 승인이 안 돼서 호스트 문의하려고 했더니 문의가 안 됨 이런 경우 환불이 되는지도 모르겠음,취소·환불·신원·분쟁 대응 과정에서 플랫폼의 보호와 운영을 신뢰하기 어렵다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,환불,문제를 신고하거나 지원을 요청,참여 안전감과 플랫폼 신뢰 저하,,안전·신뢰,경험품질,negative,outcome,medium,gplay-357b40a5-20de-447e-adbf-25e7d2e14a02-안전·신뢰,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함. 동일 발화의 경험품질 카드를 2차 검토에서 병합함. 2차 검토: 승인·연락·환불 책임을 확인할 수 없는 상태가 신뢰 문제로 연결된다.,Y,Codex(AI 1차+2차 검토),verified
GP002,app_review,S001,86e5dfe1-1,2026-07-17,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,대전권 진짜 심각합니다 전화번호 뒷자리 요구하고 항상 당일취소 당하네요 앱 사용하면서 5번정도 소셜링 신청했는데 모임 진행된적이 단 한 번도 없어요,취소·환불·신원·분쟁 대응 과정에서 플랫폼의 보호와 운영을 신뢰하기 어렵다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,당일취소,문제를 신고하거나 지원을 요청,참여 안전감과 플랫폼 신뢰 저하,,안전·신뢰,경험품질,negative,outcome,medium,gplay-86e5dfe1-1240-43ea-99a3-bcba6eca0dfe-안전·신뢰,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함. 2차 검토: 다섯 차례 신청과 반복 취소라는 구체적 경험이 있다.,Y,Codex(AI 1차+2차 검토),verified
GP003,app_review,S001,ce5762be-1,2026-07-15,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,갠톡이 굉장히 늦게 오고 알림이 여러번 뜨는 등 버그가 많아요,앱 기능이나 운영 절차의 오류·지연 때문에 모임 이용 과정이 끊겼다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,버그,재설치·재시도 또는 문의,이용 실패와 시간 손실,,경험품질,안전·신뢰,negative,outcome,medium,gplay-ce5762be-e613-4f41-9141-8164afb917cb-경험품질,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함. 2차 검토: 알림 지연과 중복 노출은 구체적인 기능 경험 문제다.,Y,Codex(AI 1차+2차 검토),verified
GP004,app_review,S001,ef94cc17-1,2026-07-13,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,대형 호스트일수록 어떤사유든 한번만 신고당해도 지금보다 더 융통성 없다시피 무조건적인 서비스 이용 영원히 못하게 하고 강제탈퇴 시키는식으로 제재를 강화시켜야 될 필요가 있습니다 그래야 호스트들…,취소·환불·신원·분쟁 대응 과정에서 플랫폼의 보호와 운영을 신뢰하기 어렵다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,블랙리스트,문제를 신고하거나 지원을 요청,참여 안전감과 플랫폼 신뢰 저하,,안전·신뢰,경험품질,negative,outcome,medium,gplay-ef94cc17-cf9f-4c9d-be2f-221ceb1c6886-안전·신뢰,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP005,app_review,S001,966cc98c-1,2026-07-11,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,2,대전권 한번 검토부탁드립니다 소셜링이 전부 다 당일파토가 나고 있으며 주회하는 사람들 대부분이 전화번호등을 요구하면서 당일파토내는 경우가 진짜 많습니다.,취소·환불·신원·분쟁 대응 과정에서 플랫폼의 보호와 운영을 신뢰하기 어렵다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,당일파토,문제를 신고하거나 지원을 요청,참여 안전감과 플랫폼 신뢰 저하,,안전·신뢰,경험품질,negative,outcome,medium,gplay-966cc98c-4f06-4873-912d-4b1944f36eb1-안전·신뢰,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP006,app_review,S001,e7a8f75f-1,2026-07-01,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,3,업댓후 만들어진 모임에 채팅이안되요 복구좀해주세요,앱 기능이나 운영 절차의 오류·지연 때문에 모임 이용 과정이 끊겼다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,채팅,재설치·재시도 또는 문의,이용 실패와 시간 손실,,경험품질,안전·신뢰,negative,outcome,medium,gplay-e7a8f75f-fb2d-4db0-945c-eb7e903c6da1-경험품질,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함. 2차 검토: 업데이트 후 모임 채팅 불가라는 구체적 이용 실패가 있다.,Y,Codex(AI 1차+2차 검토),verified
GP007,app_review,S001,20071773-1,2026-06-15,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,소셜링에서 2차 요금을 호스트 개인계좌로 받는일이 많음 그게 불법임 그런경우를 몇번 목격해서 계좌이체내역 캡쳐해서 고객센터에 신고했음 그랬는데 자세한 내역을 보내라고 함 아니 뭐 소셜링 끝날때…,호스트·플랫폼의 수익화 방식이나 인위적인 인기 신호가 경험의 질을 해친다고 인식했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,개인계좌,비용과 운영 방식을 평가,운영자와 플랫폼에 대한 신뢰 저하,,호스트상업화,안전·신뢰,negative,perception,medium,gplay-20071773-0802-4d17-b2ff-1f283d43616a-호스트상업화,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함. 2차 검토: 2차 비용의 개인계좌 수납을 반복 관찰하고 신고한 구체적 사례다.,Y,Codex(AI 1차+2차 검토),verified
GP008,app_review,S001,20071773-2,2026-06-15,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,소셜링에서 2차 요금을 호스트 개인계좌로 받는일이 많음 그게 불법임 그런경우를 몇번 목격해서 계좌이체내역 캡쳐해서 고객센터에 신고했음 그랬는데 자세한 내역을 보내라고 함 아니 뭐 소셜링 끝날때…,취소·환불·신원·분쟁 대응 과정에서 플랫폼의 보호와 운영을 신뢰하기 어렵다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,고객센터,문제를 신고하거나 지원을 요청,참여 안전감과 플랫폼 신뢰 저하,,안전·신뢰,경험품질,negative,outcome,medium,gplay-20071773-0802-4d17-b2ff-1f283d43616a-안전·신뢰,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP009,app_review,S001,d42e4ae1-1,2026-06-03,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,"악의 적인 사용자는 전혀 필터링 하지 못하는 무능력한 운영, 여러 모임을 돌아다니며 악의적인 리뷰를 남기는 참여자에 대한 제제는 없고 오롯이 소셜링 호스트에게만 책임 전가하는 무능력하고 문제해…",취소·환불·신원·분쟁 대응 과정에서 플랫폼의 보호와 운영을 신뢰하기 어렵다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,제제,문제를 신고하거나 지원을 요청,참여 안전감과 플랫폼 신뢰 저하,,안전·신뢰,경험품질,negative,outcome,medium,gplay-d42e4ae1-c8dc-451e-8162-58759d03eaff-안전·신뢰,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP010,app_review,S001,5d66fe74-1,2026-06-03,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,3,지방은 없어요...,지역·추천 구조 때문에 원하는 취미 모임을 발견하기 어렵다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,지방은 없,원하는 모임을 탐색,탐색 비용 증가와 선택지 축소,,탐색피로,기대불일치,negative,outcome,low,gplay-5d66fe74-1221-4367-a01a-dce8e780f231-탐색피로,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함. 2차 검토: 지역 선택지 부재를 짧게 보고했으며 증거 강도는 낮게 유지한다.,Y,Codex(AI 1차+2차 검토),verified
GP012,app_review,S001,84c2c886-2,2026-05-11,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,받은 관심 있어서 캔디 주고 열었는데 받은 관심 탭에서 왜 계속 잠겨있나요?,앱 기능이나 운영 절차의 오류·지연 때문에 모임 이용 과정이 끊겼다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,관심 있어서 캔디 주고 열었는데 받은 관심 탭에서 왜 계속 잠,재설치·재시도 또는 문의,이용 실패와 시간 손실,,경험품질,호스트상업화,negative,outcome,medium,gplay-84c2c886-b7b8-463f-b76b-fbc15cf889d2-경험품질,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함. 2차 검토에서 결제 후 잠금 오류 카드와 병합함.,Y,Codex(AI),verified
GP013,app_review,S001,bdfb6984-1,2026-05-09,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,기획 좋았던 분들은 대부분 넷플연가나 비슷한 다른 모임으로 떠나고...,더 적합한 모임이나 운영자를 찾아 다른 서비스·외부 관계로 이동했다고 설명했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,넷플연가,대체 채널로 이동,문토 이용 감소 또는 이탈,넷플연가,대체서비스,이탈행동,negative,behavior,high,gplay-bdfb6984-d25c-4c0d-a6c0-fcbc870ebc09-대체서비스,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함. 동일 발화의 이탈행동 카드를 2차 검토에서 병합함. 2차 검토: 넷플연가를 명시해 운영자 이동 대안을 구체적으로 제시했다.,Y,Codex(AI 1차+2차 검토),verified
GP014,app_review,S001,bdfb6984-3,2026-05-09,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,"😂 그러다보니 예전엔 재밌고 독특한 소셜링도 많았는데, 요즘은 보이는 게 로테이션 소개팅이나 부담스런 파티밖엔 없더라고요.",취미 커뮤니티에서 소개팅·매칭 목적이 전면화되었다고 판단했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,소개팅,서비스 목적을 재평가,취미 중심 서비스라는 기대 약화,,숨은만남신호,기대불일치,negative,observed_signal,medium,gplay-bdfb6984-d25c-4c0d-a6c0-fcbc870ebc09-숨은만남신호,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함. 동일 발화의 기대불일치 카드를 2차 검토에서 병합함. 2차 검토: 로테이션 소개팅과 파티가 주로 노출된다는 직접 신호가 있다.,Y,Codex(AI 1차+2차 검토),verified
GP015,app_review,S001,bdfb6984-4,2026-05-09,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,주류 소셜링만 추천/홍보해주고 나머지는 다 소리소문 없이 묻히는 구조.,지역·추천 구조 때문에 원하는 취미 모임을 발견하기 어렵다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,찾아보기도 힘,원하는 모임을 탐색,탐색 비용 증가와 선택지 축소,,탐색피로,기대불일치,negative,outcome,medium,gplay-bdfb6984-d25c-4c0d-a6c0-fcbc870ebc09-탐색피로,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함. 2차 검토: 추천 노출 밖의 모임을 찾기 어렵다는 탐색 비용이 직접 서술됐다.,Y,Codex(AI 1차+2차 검토),verified
GP016,app_review,S001,bdfb6984-5,2026-05-09,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,"운영비가 필요해 유료 소셜링을 개최하면, 수수료를 무려 🌟20%🌟나 떼감...",호스트·플랫폼의 수익화 방식이나 인위적인 인기 신호가 경험의 질을 해친다고 인식했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,수수료,비용과 운영 방식을 평가,운영자와 플랫폼에 대한 신뢰 저하,,호스트상업화,안전·신뢰,negative,perception,medium,gplay-bdfb6984-d25c-4c0d-a6c0-fcbc870ebc09-호스트상업화,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP017,app_review,S001,437fd92e-1,2026-05-07,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,프로필 편집할때 사진 한번 누르면 안지워지고 영구적으로 남김 쓰레기같애 개인정보보호는 전혀없음,취소·환불·신원·분쟁 대응 과정에서 플랫폼의 보호와 운영을 신뢰하기 어렵다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,개인정보,문제를 신고하거나 지원을 요청,참여 안전감과 플랫폼 신뢰 저하,,안전·신뢰,경험품질,negative,outcome,medium,gplay-437fd92e-947f-4f03-ab2e-9792a69954ab-안전·신뢰,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함. 동일 발화의 경험품질 카드를 2차 검토에서 병합함.,Y,Codex(AI),coded
GP018,app_review,S001,9fbbd2c3-1,2026-04-22,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,3,채팅이 불편한 점이 있긴 하지만 문토를 통해 다양한 활동을 경험할 수 있어서 좋습니다.,앱 기능이나 운영 절차의 오류·지연 때문에 모임 이용 과정이 끊겼다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,채팅,재설치·재시도 또는 문의,이용 실패와 시간 손실,,경험품질,안전·신뢰,negative,outcome,medium,gplay-9fbbd2c3-8a0c-4962-a892-af9e238c432e-경험품질,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP019,app_review,S001,9fbbd2c3-2,2026-04-22,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,3,채팅이 불편한 점이 있긴 하지만 문토를 통해 다양한 활동을 경험할 수 있어서 좋습니다.,관심사 중심 활동과 사람 간 교류가 실제 취미 경험과 일상 만족을 높였다고 평가했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,좋,취미 모임에 참여하거나 반복 이용,취미 목적 충족과 긍정적 관계 형성,,긍정·반례,경험품질,mixed,outcome,medium,gplay-9fbbd2c3-8a0c-4962-a892-af9e238c432e-긍정·반례,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함. 2차 검토: 불편을 인정하면서도 다양한 활동 경험의 가치를 명시한 반례다.,Y,Codex(AI 1차+2차 검토),verified
GP020,app_review,S001,be6e9fe4-1,2026-04-22,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,2,"술파티, 소개팅만 남음.",취미 커뮤니티에서 소개팅·매칭 목적이 전면화되었다고 판단했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,소개팅,서비스 목적을 재평가,취미 중심 서비스라는 기대 약화,,숨은만남신호,기대불일치,negative,observed_signal,medium,gplay-be6e9fe4-3c14-4fd9-ae8c-2940fddbf847-숨은만남신호,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함. 동일 발화의 기대불일치 카드를 2차 검토에서 병합함. 2차 검토: 다양한 모임이 사라지고 소개팅만 남았다는 시간축 비교가 있다.,Y,Codex(AI 1차+2차 검토),verified
GP021,app_review,S001,be6e9fe4-2,2026-04-22,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,2,"그마저도 지인들끼리 별점 돌려막기, 무료로 여자 게스트 초대하고 남자들이 비용 부담하는 구조였습니다.",성별에 따른 초대·비용 차이나 인위적인 성비 운영을 의심하거나 관찰했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,여자 게스트,파티 구성과 비용 구조를 평가,공정성과 참가자 진정성에 대한 불신,,성비·조건,호스트상업화,negative,observed_signal,medium,gplay-be6e9fe4-3c14-4fd9-ae8c-2940fddbf847-성비·조건,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함. 동일 발화의 호스트상업화 카드를 2차 검토에서 병합함. 2차 검토: 여성 무료 초대와 남성 비용 부담이라는 성별 차등 구조가 구체적이다.,Y,Codex(AI 1차+2차 검토),verified
GP022,app_review,S001,be6e9fe4-4,2026-04-22,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,2,"왜이렇게 됐나 찾아보니, 별점 몰아주기에 대한 제재는 없으면서 이상한 이유로 소셜링 호스트에 대한 제재는 쏟아지더라구요.",취소·환불·신원·분쟁 대응 과정에서 플랫폼의 보호와 운영을 신뢰하기 어렵다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,제재,문제를 신고하거나 지원을 요청,참여 안전감과 플랫폼 신뢰 저하,,안전·신뢰,경험품질,negative,outcome,medium,gplay-be6e9fe4-3c14-4fd9-ae8c-2940fddbf847-안전·신뢰,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP023,app_review,S001,500b765c-1,2026-04-16,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,"취향인연 오류가 너무 많아요 관심 표시 눌러도 화면 나갔다 돌아오면 관심 눌른게 복구 돼있고, 앱 업데이트나 삭제했다 다시 설치해도 안 고쳐지네요.",앱 기능이나 운영 절차의 오류·지연 때문에 모임 이용 과정이 끊겼다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,오류,재설치·재시도 또는 문의,이용 실패와 시간 손실,,경험품질,안전·신뢰,negative,outcome,medium,gplay-500b765c-7ed0-43b1-8fb3-ca03c104f852-경험품질,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP025,app_review,S001,9f292b02-2,2026-04-12,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,성비 박살에 여자분들은 꽁으로 참여하는 섭외 여성들이 80%입니다.,성별에 따른 초대·비용 차이나 인위적인 성비 운영을 의심하거나 관찰했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,성비,파티 구성과 비용 구조를 평가,공정성과 참가자 진정성에 대한 불신,,성비·조건,안전·신뢰,negative,observed_signal,medium,gplay-9f292b02-4147-48f1-91d6-03623fef4a93-성비·조건,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함. 2차 검토: 섭외 여성 비중과 무료 참여를 수치와 함께 주장했다.,Y,Codex(AI 1차+2차 검토),verified
GP027,app_review,S001,9f292b02-4,2026-04-12,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,다른모임은 좋아요.,관심사 중심 활동과 사람 간 교류가 실제 취미 경험과 일상 만족을 높였다고 평가했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,좋,취미 모임에 참여하거나 반복 이용,취미 목적 충족과 긍정적 관계 형성,,긍정·반례,경험품질,mixed,outcome,medium,gplay-9f292b02-4147-48f1-91d6-03623fef4a93-긍정·반례,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함. 2차 검토: 파티 외 모임은 좋았다고 구분해 평가한 제한적 반례다.,Y,Codex(AI 1차+2차 검토),verified
GP028,app_review,S001,7db89d06-1,2026-03-24,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,3,계속되는 취향인연 프로필 네트워크 오류.,앱 기능이나 운영 절차의 오류·지연 때문에 모임 이용 과정이 끊겼다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,오류,재설치·재시도 또는 문의,이용 실패와 시간 손실,,경험품질,안전·신뢰,negative,outcome,medium,gplay-7db89d06-fbfc-4a77-9257-7c1e53f2c097-경험품질,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP029,app_review,S001,02ade739-1,2026-03-18,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,문토를 좋아했고 잘 사용했지만 몇가지 문제점이 너무 많아서 삭제 했고 꼭 개선되었으면 하는 부분이 있습니다.,반복된 불편이나 서비스 방향 변화 뒤 이용 중단·삭제·탈퇴 의사를 밝혔다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,삭제,이용 중단 또는 회피,재이용 의향 저하,,이탈행동,경험품질,negative,behavior,high,gplay-02ade739-1735-4cff-92d5-faf94155b012-이탈행동,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함. 2차 검토: 문제 누적 뒤 앱을 삭제했다고 명시했다.,Y,Codex(AI 1차+2차 검토),verified
GP030,app_review,S001,02ade739-2,2026-03-18,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,유료 소셜링중에 '호스트 수고비' 이거는 없었으면 좋겠습니다.,호스트·플랫폼의 수익화 방식이나 인위적인 인기 신호가 경험의 질을 해친다고 인식했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,호스트 수고비,비용과 운영 방식을 평가,운영자와 플랫폼에 대한 신뢰 저하,,호스트상업화,안전·신뢰,negative,perception,medium,gplay-02ade739-1735-4cff-92d5-faf94155b012-호스트상업화,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP031,app_review,S001,02ade739-3,2026-03-18,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,호스트들의 노쇼가 너무 많다.,취소·환불·신원·분쟁 대응 과정에서 플랫폼의 보호와 운영을 신뢰하기 어렵다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,노쇼,문제를 신고하거나 지원을 요청,참여 안전감과 플랫폼 신뢰 저하,,안전·신뢰,경험품질,negative,outcome,medium,gplay-02ade739-1735-4cff-92d5-faf94155b012-안전·신뢰,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP032,app_review,S001,02ade739-4,2026-03-18,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,3.알림 개선 알림은 너무 올때도 있고 안 올때도 있습니다.,앱 기능이나 운영 절차의 오류·지연 때문에 모임 이용 과정이 끊겼다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,알림,재설치·재시도 또는 문의,이용 실패와 시간 손실,,경험품질,안전·신뢰,negative,outcome,medium,gplay-02ade739-1735-4cff-92d5-faf94155b012-경험품질,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP033,app_review,S001,02ade739-5,2026-03-18,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,문토를 좋아했고 잘 사용했지만 몇가지 문제점이 너무 많아서 삭제 했고 꼭 개선되었으면 하는 부분이 있습니다.,관심사 중심 활동과 사람 간 교류가 실제 취미 경험과 일상 만족을 높였다고 평가했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,좋,취미 모임에 참여하거나 반복 이용,취미 목적 충족과 긍정적 관계 형성,,긍정·반례,경험품질,mixed,outcome,medium,gplay-02ade739-1735-4cff-92d5-faf94155b012-긍정·반례,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
